"","temperatuurklasse","sneeuwtype","lawine_alarm"
"4460","gemiddeld","droog","licht"
"4461","laag","nat","licht"
"4462","gemiddeld","nat","sterk"
"4463","hoog","droog","licht"
"4464","hoog","nat","licht"
"4465","hoog","nat","licht"
"4466","gemiddeld","droog","licht"
"4467","gemiddeld","droog","licht"
"4468","hoog","nat","licht"
"4469","laag","nat","licht"
"4470","gemiddeld","droog","licht"
"4471","gemiddeld","nat","licht"
"4472","gemiddeld","nat","licht"
"4473","gemiddeld","nat","licht"
"4474","gemiddeld","droog","licht"
"4475","hoog","droog","licht"
"4476","gemiddeld","nat","licht"
"4477","hoog","droog","licht"
"4478","hoog","droog","licht"
"4479","gemiddeld","nat","licht"
"4480","hoog","droog","licht"
"4481","hoog","droog","licht"
"4482","gemiddeld","nat","licht"
"4483","laag","nat","licht"
"4484","hoog","droog","sterk"
"4485","laag","droog","licht"
"4486","gemiddeld","droog","licht"
"4487","hoog","nat","licht"
"4488","hoog","nat","licht"
"4489","gemiddeld","nat","licht"
"4490","gemiddeld","droog","licht"
"4491","laag","nat","sterk"
"4492","gemiddeld","droog","licht"
"4493","laag","nat","licht"
"4494","hoog","nat","licht"
"4495","hoog","nat","licht"
"4496","gemiddeld","nat","licht"
"4497","hoog","nat","licht"
"4498","laag","nat","licht"
"4499","hoog","nat","licht"
"4500","gemiddeld","nat","licht"
"4501","laag","nat","licht"
"4502","hoog","droog","licht"
"4503","hoog","nat","licht"
"4504","hoog","nat","licht"
"4505","hoog","nat","licht"
"4506","gemiddeld","droog","licht"
"4507","hoog","droog","licht"
"4508","hoog","droog","licht"
"4509","hoog","droog","licht"
"4510","hoog","nat","licht"
"4511","hoog","droog","licht"
"4512","laag","droog","licht"
"4513","hoog","nat","licht"
"4514","laag","droog","licht"
"4515","gemiddeld","nat","licht"
"4516","hoog","nat","licht"
"4517","laag","nat","licht"
"4518","hoog","nat","licht"
"4519","laag","droog","licht"
"4520","hoog","nat","licht"
"4521","laag","droog","licht"
"4522","laag","droog","licht"
"4523","hoog","droog","licht"
"4524","gemiddeld","droog","licht"
"4525","laag","nat","licht"
"4526","hoog","nat","licht"
"4527","laag","droog","licht"
"4528","hoog","nat","licht"
"4529","gemiddeld","droog","sterk"
"4530","laag","nat","licht"
"4531","laag","droog","sterk"
"4532","gemiddeld","droog","licht"
"4533","gemiddeld","nat","sterk"
"4534","gemiddeld","droog","sterk"
"4535","gemiddeld","nat","licht"
"4536","laag","droog","sterk"
"4537","hoog","nat","licht"
"4538","laag","droog","licht"
"4539","laag","droog","sterk"
"4540","gemiddeld","droog","sterk"
"4541","hoog","nat","sterk"
"4542","laag","droog","sterk"
"4543","gemiddeld","droog","sterk"
"4544","hoog","droog","licht"
"4545","hoog","droog","licht"
"4546","hoog","nat","licht"
"4547","hoog","nat","licht"
"4548","hoog","nat","licht"
"4549","gemiddeld","droog","licht"
"4550","hoog","nat","licht"
"4551","gemiddeld","droog","licht"
"4552","hoog","nat","licht"
"4553","hoog","nat","licht"
"4554","gemiddeld","droog","licht"
"4555","hoog","droog","sterk"
"4556","hoog","droog","licht"
"4557","gemiddeld","droog","sterk"
"4558","hoog","droog","licht"
"4559","gemiddeld","nat","licht"
"4560","laag","droog","licht"
"4561","gemiddeld","droog","licht"
"4562","gemiddeld","droog","licht"
"4563","laag","nat","licht"
"4564","gemiddeld","droog","licht"
"4565","gemiddeld","droog","licht"
"4566","laag","droog","licht"
"4567","gemiddeld","nat","licht"
"4568","laag","droog","licht"
"4569","gemiddeld","droog","licht"
"4570","laag","nat","licht"
"4571","hoog","droog","licht"
"4572","gemiddeld","nat","licht"
"4573","gemiddeld","droog","licht"
"4574","gemiddeld","nat","licht"
"4575","laag","nat","licht"
"4576","laag","droog","licht"
"4577","laag","droog","licht"
"4578","hoog","droog","licht"
"4579","hoog","nat","licht"
"4580","hoog","nat","licht"
"4581","gemiddeld","nat","licht"
"4582","gemiddeld","droog","sterk"
"4583","hoog","droog","licht"
"4584","gemiddeld","droog","licht"
"4585","hoog","droog","licht"
"4586","gemiddeld","nat","licht"
"4587","laag","droog","sterk"
"4588","laag","droog","licht"
"4589","hoog","nat","licht"
"4590","laag","droog","licht"
"4591","gemiddeld","droog","licht"
"4592","hoog","nat","licht"
"4593","gemiddeld","droog","licht"
"4594","gemiddeld","nat","licht"
"4595","hoog","droog","licht"
"4596","hoog","droog","licht"
"4597","gemiddeld","nat","licht"
"4598","gemiddeld","nat","licht"
"4599","gemiddeld","droog","licht"
"4600","gemiddeld","droog","licht"
"4601","hoog","nat","sterk"
"4602","laag","nat","licht"
"4603","gemiddeld","nat","sterk"
"4604","gemiddeld","nat","licht"
"4605","hoog","nat","licht"
"4606","gemiddeld","droog","licht"
"4607","hoog","droog","licht"
"4608","gemiddeld","droog","sterk"
"4609","gemiddeld","droog","licht"
"4610","hoog","nat","licht"
"4611","laag","droog","licht"
"4612","gemiddeld","droog","licht"
"4613","gemiddeld","nat","licht"
"4614","gemiddeld","droog","licht"
"4615","gemiddeld","nat","licht"
"4616","hoog","nat","licht"
"4617","hoog","droog","licht"
"4618","hoog","nat","licht"
"4619","laag","droog","licht"
"4620","hoog","nat","licht"
"4621","laag","nat","licht"
"4622","hoog","nat","licht"
"4623","laag","nat","licht"
"4624","laag","nat","licht"
"4625","gemiddeld","nat","licht"
"4626","laag","droog","licht"
"4627","gemiddeld","nat","licht"
"4628","laag","nat","licht"
"4629","gemiddeld","nat","sterk"
"4630","gemiddeld","nat","licht"
"4631","gemiddeld","droog","licht"
"4632","hoog","droog","licht"
"4633","hoog","droog","sterk"
"4634","hoog","droog","licht"
"4635","laag","droog","licht"
"4636","hoog","nat","licht"
"4637","hoog","droog","sterk"
"4638","laag","droog","licht"
"4639","laag","droog","sterk"
"4640","gemiddeld","nat","licht"
"4641","hoog","nat","sterk"
"4642","gemiddeld","nat","licht"
"4643","hoog","droog","licht"
"4644","gemiddeld","droog","licht"
"4645","hoog","nat","sterk"
"4646","gemiddeld","droog","licht"
"4647","hoog","nat","licht"
"4648","laag","nat","licht"
"4649","gemiddeld","droog","licht"
"4650","hoog","droog","licht"
"4651","hoog","nat","licht"
"4652","hoog","droog","licht"
"4653","gemiddeld","nat","licht"
"4654","gemiddeld","nat","licht"
"4655","laag","droog","licht"
"4656","gemiddeld","nat","licht"
"4657","laag","droog","licht"
"4658","laag","droog","licht"
"4659","hoog","nat","sterk"
"4660","hoog","nat","licht"
"4661","gemiddeld","nat","licht"
"4662","gemiddeld","nat","sterk"
"4663","gemiddeld","nat","licht"
"4664","gemiddeld","nat","licht"
"4665","laag","droog","licht"
"4666","hoog","nat","licht"
"4667","gemiddeld","droog","licht"
"4668","hoog","droog","licht"
"4669","hoog","droog","licht"
"4670","hoog","droog","licht"
"4671","hoog","nat","licht"
"4672","gemiddeld","droog","sterk"
"4673","gemiddeld","droog","licht"
"4674","hoog","nat","licht"
"4675","laag","droog","licht"
"4676","hoog","nat","licht"
"4677","hoog","nat","sterk"
"4678","hoog","nat","licht"
"4679","hoog","droog","licht"
"4680","laag","nat","sterk"
"4681","laag","nat","licht"
"4682","laag","droog","licht"
"4683","laag","nat","sterk"
"4684","hoog","nat","licht"
"4685","hoog","nat","licht"
"4686","laag","droog","licht"
"4687","hoog","droog","sterk"
"4688","hoog","droog","licht"
"4689","hoog","nat","licht"
"4690","laag","droog","licht"
"4691","laag","nat","licht"
"4692","gemiddeld","droog","sterk"
"4693","gemiddeld","nat","licht"
"4694","hoog","nat","sterk"
"4695","gemiddeld","droog","licht"
"4696","hoog","nat","licht"
"4697","laag","nat","sterk"
"4698","laag","nat","licht"
"4699","laag","nat","licht"
"4700","laag","droog","sterk"
"4701","laag","droog","licht"
"4702","hoog","droog","licht"
"4703","laag","droog","sterk"
"4704","laag","nat","licht"
"4705","hoog","nat","licht"
"4706","laag","droog","licht"
"4707","gemiddeld","droog","licht"
"4708","hoog","nat","licht"
"4709","gemiddeld","nat","licht"
"4710","hoog","nat","licht"
"4711","gemiddeld","nat","sterk"
"4712","gemiddeld","nat","licht"
"4713","hoog","droog","licht"
"4714","hoog","nat","sterk"
"4715","gemiddeld","nat","sterk"
"4716","hoog","droog","licht"
"4717","hoog","droog","licht"
"4718","laag","droog","licht"
"4719","gemiddeld","droog","licht"
"4720","gemiddeld","nat","licht"
"4721","hoog","droog","licht"
"4722","gemiddeld","nat","licht"
"4723","gemiddeld","nat","licht"
"4724","gemiddeld","droog","licht"
"4725","laag","droog","licht"
"4726","laag","droog","licht"
"4727","hoog","nat","licht"
"4728","laag","nat","licht"
"4729","hoog","nat","licht"
"4730","gemiddeld","nat","licht"
"4731","gemiddeld","nat","licht"
"4732","hoog","nat","licht"
"4733","hoog","droog","sterk"
"4734","gemiddeld","nat","licht"
"4735","gemiddeld","droog","licht"
"4736","laag","nat","licht"
"4737","gemiddeld","nat","licht"
"4738","gemiddeld","droog","licht"
"4739","laag","droog","licht"
"4740","laag","droog","licht"
"4741","hoog","droog","licht"
"4742","gemiddeld","droog","licht"
"4743","hoog","droog","licht"
"4744","hoog","nat","licht"
"4745","laag","droog","licht"
"4746","laag","droog","licht"
"4747","gemiddeld","nat","licht"
"4748","gemiddeld","droog","licht"
"4749","gemiddeld","droog","licht"
"4750","hoog","nat","licht"
"4751","gemiddeld","nat","licht"
"4752","gemiddeld","droog","licht"
"4753","hoog","droog","licht"
"4754","gemiddeld","droog","licht"
"4755","hoog","droog","licht"
"4756","gemiddeld","nat","licht"
"4757","laag","droog","licht"
"4758","gemiddeld","nat","licht"
"4759","gemiddeld","droog","licht"
"4760","gemiddeld","nat","licht"
"4761","gemiddeld","droog","sterk"
"4762","laag","droog","licht"
"4763","hoog","nat","licht"
"4764","laag","droog","sterk"
"4765","hoog","nat","licht"
"4766","gemiddeld","droog","licht"
"4767","gemiddeld","droog","licht"
"4768","gemiddeld","nat","licht"
"4769","hoog","nat","licht"
"4770","gemiddeld","droog","licht"
"4771","gemiddeld","droog","licht"
"4772","gemiddeld","nat","licht"
"4773","laag","droog","sterk"
"4774","hoog","droog","licht"
"4775","laag","droog","sterk"
"4776","laag","nat","licht"
"4777","hoog","nat","sterk"
"4778","laag","nat","licht"
"4779","gemiddeld","nat","sterk"
"4780","laag","droog","licht"
"4781","gemiddeld","nat","licht"
"4782","gemiddeld","droog","licht"
"4783","laag","droog","licht"
"4784","hoog","droog","licht"
"4785","gemiddeld","droog","licht"
"4786","gemiddeld","nat","licht"
"4787","hoog","nat","licht"
"4788","hoog","nat","licht"
"4789","hoog","nat","sterk"
"4790","gemiddeld","droog","licht"
"4791","laag","nat","sterk"
"4792","hoog","droog","licht"
"4793","laag","droog","sterk"
"4794","laag","nat","licht"
"4795","laag","nat","licht"
"4796","gemiddeld","droog","licht"
"4797","hoog","droog","sterk"
"4798","hoog","droog","licht"
"4799","hoog","nat","licht"
"4800","laag","nat","licht"
"4801","hoog","nat","licht"
"4802","hoog","droog","sterk"
"4803","laag","droog","licht"
"4804","hoog","nat","licht"
"4805","gemiddeld","nat","licht"
"4806","gemiddeld","droog","licht"
"4807","laag","droog","licht"
"4808","laag","nat","licht"
"4809","gemiddeld","droog","licht"
"4810","hoog","nat","licht"
"4811","gemiddeld","droog","sterk"
"4812","hoog","droog","licht"
"4813","laag","droog","licht"
"4814","laag","droog","sterk"
"4815","gemiddeld","nat","sterk"
"4816","hoog","nat","sterk"
"4817","laag","nat","licht"
"4818","laag","droog","licht"
"4819","gemiddeld","nat","licht"
"4820","laag","droog","licht"
"4821","gemiddeld","nat","licht"
"4822","gemiddeld","nat","licht"
"4823","hoog","nat","licht"
"4824","hoog","nat","licht"
"4825","hoog","nat","licht"
"4826","hoog","nat","licht"
"4827","gemiddeld","droog","licht"
"4828","gemiddeld","nat","licht"
"4829","gemiddeld","nat","licht"
"4830","gemiddeld","droog","licht"
"4831","laag","nat","licht"
"4832","gemiddeld","nat","licht"
"4833","laag","droog","sterk"
"4834","gemiddeld","droog","licht"
"4835","hoog","nat","licht"
"4836","laag","droog","licht"
"4837","laag","droog","licht"
"4838","gemiddeld","droog","licht"
"4839","hoog","droog","licht"
"4840","hoog","droog","licht"
"4841","gemiddeld","nat","licht"
"4842","hoog","nat","licht"
"4843","gemiddeld","nat","licht"
"4844","laag","droog","sterk"
"4845","hoog","droog","licht"
"4846","hoog","droog","sterk"
"4847","laag","droog","licht"
"4848","laag","droog","licht"
"4849","hoog","nat","licht"
"4850","hoog","droog","licht"
"4851","hoog","nat","licht"
"4852","laag","nat","licht"
"4853","hoog","droog","sterk"
"4854","gemiddeld","nat","licht"
"4855","hoog","nat","licht"
"4856","gemiddeld","nat","licht"
"4857","hoog","droog","sterk"
"4858","hoog","nat","licht"
"4859","laag","droog","sterk"
"4860","hoog","droog","licht"
"4861","hoog","nat","licht"
"4862","gemiddeld","droog","sterk"
"4863","hoog","nat","licht"
"4864","gemiddeld","droog","licht"
"4865","hoog","droog","licht"
"4866","laag","droog","licht"
"4867","gemiddeld","nat","licht"
"4868","hoog","nat","licht"
"4869","gemiddeld","droog","sterk"
"4870","hoog","droog","licht"
"4871","gemiddeld","droog","sterk"
"4872","hoog","droog","licht"
"4873","gemiddeld","droog","sterk"
"4874","laag","droog","licht"
"4875","gemiddeld","nat","licht"
"4876","gemiddeld","droog","licht"
"4877","laag","droog","licht"
"4878","laag","nat","licht"
"4879","laag","droog","licht"
"4880","laag","nat","licht"
"4881","hoog","droog","licht"
"4882","laag","droog","licht"
"4883","gemiddeld","droog","licht"
"4884","laag","nat","licht"
"4885","gemiddeld","nat","licht"
"4886","hoog","droog","licht"
"4887","laag","nat","sterk"
"4888","laag","droog","sterk"
"4889","laag","droog","licht"
"4890","hoog","droog","sterk"
"4891","laag","nat","licht"
"4892","gemiddeld","droog","licht"
"4893","hoog","nat","licht"
"4894","laag","droog","licht"
"4895","laag","droog","licht"
"4896","laag","droog","sterk"
"4897","laag","droog","sterk"
"4898","hoog","nat","licht"
"4899","hoog","nat","sterk"
"4900","gemiddeld","droog","licht"
"4901","hoog","nat","licht"
"4902","laag","droog","licht"
"4903","laag","nat","licht"
"4904","hoog","nat","licht"
"4905","hoog","droog","licht"
"4906","gemiddeld","nat","licht"
"4907","laag","droog","licht"
"4908","gemiddeld","droog","licht"
"4909","gemiddeld","droog","licht"
"4910","gemiddeld","droog","licht"
"4911","hoog","nat","sterk"
"4912","gemiddeld","droog","licht"
"4913","hoog","nat","sterk"
"4914","hoog","nat","licht"
"4915","hoog","nat","licht"
"4916","gemiddeld","nat","licht"
"4917","gemiddeld","droog","licht"
"4918","hoog","droog","licht"
"4919","hoog","nat","licht"
"4920","hoog","droog","licht"
"4921","laag","droog","sterk"
"4922","laag","droog","sterk"
"4923","gemiddeld","nat","licht"
"4924","laag","droog","sterk"
"4925","laag","droog","licht"
"4926","gemiddeld","nat","licht"
"4927","gemiddeld","droog","licht"
"4928","laag","droog","sterk"
"4929","laag","droog","sterk"
"4930","gemiddeld","droog","licht"
"4931","gemiddeld","droog","licht"
"4932","hoog","nat","licht"
"4933","hoog","nat","licht"
"4934","laag","droog","licht"
"4935","gemiddeld","nat","licht"
"4936","hoog","nat","licht"
"4937","laag","nat","licht"
"4938","hoog","droog","licht"
"4939","hoog","nat","licht"
"4940","gemiddeld","droog","licht"
"4941","gemiddeld","nat","licht"
"4942","hoog","droog","licht"
"4943","hoog","droog","licht"
"4944","gemiddeld","droog","licht"
"4945","hoog","droog","licht"
"4946","hoog","nat","licht"
"4947","laag","droog","licht"
"4948","laag","droog","licht"
"4949","gemiddeld","droog","sterk"
"4950","hoog","nat","licht"
"4951","gemiddeld","nat","licht"
"4952","gemiddeld","droog","licht"
"4953","gemiddeld","nat","licht"
"4954","laag","nat","licht"
"4955","hoog","droog","sterk"
"4956","hoog","droog","licht"
"4957","gemiddeld","nat","licht"
"4958","hoog","nat","licht"
"4959","laag","droog","licht"
"4960","laag","nat","licht"
"4961","laag","droog","licht"
"4962","gemiddeld","droog","licht"
"4963","hoog","droog","licht"
"4964","gemiddeld","droog","licht"
"4965","laag","droog","licht"
"4966","hoog","droog","licht"
"4967","laag","droog","licht"
"4968","hoog","droog","licht"
"4969","laag","nat","licht"
"4970","laag","droog","licht"
"4971","laag","droog","licht"
"4972","hoog","nat","licht"
"4973","laag","nat","licht"
"4974","laag","droog","licht"
"4975","gemiddeld","droog","licht"
"4976","hoog","nat","licht"
"4977","hoog","nat","licht"
"4978","laag","droog","licht"
"4979","laag","droog","licht"
"4980","hoog","droog","licht"
"4981","gemiddeld","droog","licht"
"4982","laag","nat","licht"
"4983","hoog","droog","sterk"
"4984","hoog","droog","licht"
"4985","gemiddeld","nat","licht"
"4986","gemiddeld","droog","licht"
"4987","hoog","nat","licht"
"4988","gemiddeld","droog","licht"
"4989","laag","droog","licht"
"4990","gemiddeld","nat","licht"
"4991","gemiddeld","nat","licht"
"4992","laag","nat","sterk"
"4993","hoog","droog","licht"
"4994","hoog","droog","licht"
"4995","gemiddeld","droog","licht"
"4996","gemiddeld","nat","licht"
"4997","hoog","nat","licht"
"4998","gemiddeld","droog","sterk"
"4999","hoog","droog","sterk"
"5000","hoog","droog","licht"
